"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.800598781848305,7.26293619980745,-4.90695669217763,2.26267966755625e-06,7.10658676231781e-05,4.5079204656982,"NELL2"
-0.800538545474943,10.081383224327,-5.20959173205646,5.7670778850284e-07,2.41660746775543e-05,5.8026117395878,"UGCG"
0.797166457482094,7.27704390805123,4.21435059710999,4.17817987348498e-05,0.000719100629488305,1.76510655090192,"GALNT3"
-0.794006887308004,9.10158049398174,-6.06115895090303,9.38622426268073e-09,8.91557069074682e-07,9.72469699845652,"QDPR"
-0.793171144267722,8.81782640439083,-6.84031792269925,1.59342802592041e-10,3.36861500225095e-08,13.6270743798343,"FBP1"
-0.788783924151364,8.59079157620262,-4.55409826705821,1.03852498221534e-05,0.000235935567209622,3.07075377409756,"IGFBP2"
-0.787229015725783,8.41019720546347,-5.27443922777399,4.27310813980707e-07,1.92233455622806e-05,6.08716009094295,"TTC39A"
0.786529842164944,6.05290736731832,4.51564380059375,1.22035111727947e-05,0.000265728531623587,2.9190410221911,"SERPINB5"
0.785950403663644,8.02777182848811,3.91106238774614,0.000135602420473871,0.00183554775916518,0.667976851525536,"KRT5"
-0.783227060112508,5.94067770878983,-4.76253707188925,4.26128715260119e-06,0.000115763585265193,3.9100306487734,"GASK1B"
-0.780912493969641,5.80002597758901,-5.13540690640483,8.10279457772055e-07,3.13617738848544e-05,5.48013060334665,"FMO5"
-0.78048840309201,8.75177334968048,-4.55322266771683,1.04235811930809e-05,0.000236412371452389,3.06728835227436,"ADIRF"
-0.775482752306163,7.51618283260964,-5.13866120180749,7.98335539756841e-07,3.10917478355014e-05,5.4942083926063,"SERPINA5"
-0.768255030399246,8.66922811376235,-1.83613215745258,0.0681973932820092,0.200864016384414,-4.87460708441931,"SCGB1D2"
-0.767501236910879,7.49486357461009,-4.00832225285583,9.36054210237902e-05,0.00135985841701697,1.01257826383476,"ACOX2"
0.760698914173398,5.40823933442048,6.27787277894652,3.1044431769222e-09,3.6168089696262e-07,10.7824516416628,"SOX11"
0.759608184926536,7.55370482884433,7.24373329582173,1.74948153078763e-11,6.41017254345611e-09,15.7473323370355,"CSRP2"
-0.758592249397299,6.66160495790707,-5.70503778012738,5.50201729166505e-08,3.70819376874438e-06,8.03712416898133,"KCTD3"
-0.757722407437398,7.96540342616261,-6.11741675645502,7.05797342254749e-09,6.91668353318795e-07,9.99711563426911,"SYBU"
